2025-03-12T16:28:00Z	debug	config: &{Service:{Name:user Hostname:user APIBindAddress:0.0.0.0 APIPort:7778} Registry:{RegistryService:{Address:consul:8500 Tags:[]}} Database:{MigrationPath:/usr/src/app/user/migrations User:postgres Password:postgres Host:letslive_user_db Port:5432 Name:letslive_user Params:[sslmode=disable] ConnectionString:postgres://postgres:postgres@letslive_user_db:5432/letslive_user?sslmode=disable} MinIO:{Host:minio Port:9000 AccessKey:minioadmin SecretKey:minioadmin ReturnURL:http://localhost:8000/files}}
2025-03-12T16:39:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:40:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:41:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:42:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:43:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:44:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:45:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:46:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:46:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:46:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:46:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
