2024-12-05T21:30:57Z	info	currently executing path: /usr/local/bin
2024-12-06T08:17:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:17:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:17:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:18:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:18:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:18:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:18:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:19:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:19:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:19:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:19:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:20:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:20:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:20:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:20:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:21:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:21:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:21:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:21:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:22:11Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:22:26Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:22:41Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:22:56Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.4", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:28:50Z	info	currently executing path: /usr/local/bin
2024-12-06T08:29:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:29:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:29:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:29:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:30:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:30:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:30:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:30:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:31:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:31:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:31:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:31:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:32:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:32:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:32:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:32:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:33:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:33:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:33:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:33:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:34:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:34:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:34:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:34:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:35:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:35:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:35:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:35:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:36:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:36:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:36:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:36:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:37:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:37:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:37:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:37:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:38:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:38:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:38:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:38:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:39:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:39:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:39:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:39:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:40:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:40:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:40:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:40:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:41:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:41:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:41:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:41:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:42:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:42:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:42:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:42:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:43:03Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:43:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:43:33Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T08:43:48Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.5", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:27:19Z	info	currently executing path: /usr/local/bin
2024-12-06T09:27:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:27:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:27:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:27:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:28:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:29:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:30:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:31:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:32:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:33:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:31Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:32Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:46Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:34:47Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:01Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:02Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:16Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
2024-12-06T09:35:17Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.2", "response#bytes": 0, "response#status": 200, "uri": "/v1/auth/health"}
